Machine,StartDateTime,EndDateTime,Duration,TotalBiscuitsMade,GoodMadeBiscuits,OEE Category,Product
Biscuit Sprinkling Machine ,7/28/21 3:56,7/28/21 3:57,0.8999000192,167246,472,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 3:56,7/28/21 4:06,9.98061657,0,118,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 3:57,7/28/21 4:06,9.165883064,174763,250,NO (No Order),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 3:58,7/28/21 4:16,18.29999924,176136,176645,CC (Changeover Cleaning),Custard Creams
Biscuit Pressing Machine ,7/28/21 4:06,7/28/21 4:06,0.05000000075,0,144,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:06,7/28/21 4:06,0.1695500016,174588,428,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:06,7/28/21 4:17,11.34021664,0,90,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:06,7/28/21 4:17,11.22640038,184011,74,NO (No Order),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 4:16,7/28/21 4:16,0.03333333507,176068,176410,NO (No Order),Custard Creams
Biscuit Filling Machine ,7/28/21 4:16,7/28/21 4:18,1.466666698,175867,176485,CC (Changeover Cleaning),Custard Creams
Biscuit Pressing Machine ,7/28/21 4:17,7/28/21 4:27,10.08528328,0,6,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:17,7/28/21 4:27,10.20066643,184023,324,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 4:18,7/28/21 5:06,48.38333511,210228,210706,NO (No Order),Custard Creams
Biscuit Pressing Machine ,7/28/21 4:27,7/28/21 4:30,2.705883265,0,338,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:27,7/28/21 4:30,2.584766626,186153,383,NO (No Order),Chocolate Digestives
Biscuit Jam Machine ,7/28/21 4:30,7/28/21 4:34,4.235383511,0,376,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:30,7/28/21 4:31,0.6154999733,0,394,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:30,7/28/21 4:31,0.7298333049,185804,162,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:31,7/28/21 4:32,1.479949951,0,398,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:31,7/28/21 4:32,1.36561656,187296,101,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:32,7/28/21 4:35,2.564500093,0,433,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:32,7/28/21 4:39,6.725049973,186990,297,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Jam Machine ,7/28/21 4:34,7/28/21 4:35,0.594900012,0,290,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:35,7/28/21 4:36,1.645833254,0,454,NO (No Order),Chocolate Digestives
Biscuit Jam Machine ,7/28/21 4:35,7/28/21 4:38,3.628716707,0,195,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:36,7/28/21 4:39,2.394666672,0,155,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Jam Machine ,7/28/21 4:38,7/28/21 6:14,95.61433411,0,213,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:39,7/28/21 4:40,1.215333343,0,67,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:39,7/28/21 4:40,1.09528327,188213,290,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:40,7/28/21 4:41,1.129616618,0,149,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:40,7/28/21 4:43,2.895550013,188056,8,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:41,7/28/21 4:41,0.1703332961,0,106,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:41,7/28/21 4:43,1.480216622,0,364,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:43,7/28/21 4:54,10.99088287,0,232,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:43,7/28/21 4:54,10.87549973,197103,481,NO (No Order),Chocolate Digestives
Packaging Heat Machine ,7/28/21 4:49,7/28/21 4:49,0.3508999944,0,500,CC (Changeover Cleaning),Custard Creams
Packaging Heat Machine ,7/28/21 4:49,7/28/21 4:49,0.06575000286,0,377,NO (No Order),Custard Creams
Packaging Heat Machine ,7/28/21 4:49,7/28/21 4:49,0.1502999961,0,59,CC (Changeover Cleaning),Custard Creams
Packaging Heat Machine ,7/28/21 4:49,7/28/21 8:11,201.2363281,0,264,NO (No Order),Custard Creams
Biscuit Sprinkling Machine ,7/28/21 4:54,7/28/21 4:54,0.8546165824,197095,122,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:54,7/28/21 4:54,0.02478330024,0,228,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:54,7/28/21 4:56,2.555883408,0,233,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:54,7/28/21 4:55,0.8303332925,197486,438,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:55,7/28/21 4:56,0.5555499792,197524,267,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:56,7/28/21 4:56,0.3401665986,197979,406,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:56,7/28/21 4:57,0.9446666241,0,224,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:56,7/28/21 4:57,1.064783335,197975,442,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 4:57,7/28/21 5:17,20.04611588,0,231,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 4:57,7/28/21 5:17,19.9260006,214559,369,NO (No Order),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 5:06,7/28/21 5:09,2.366666555,210207,210628,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 5:09,7/28/21 5:37,28.33333397,229956,230440,NO (No Order),Custard Creams
Biscuit Pressing Machine ,7/28/21 5:17,7/28/21 5:17,0.3456166089,0,283,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:17,7/28/21 5:19,1.760450006,214310,313,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:17,7/28/21 5:24,6.220883369,0,477,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:19,7/28/21 5:20,1.245266557,215570,352,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:20,7/28/21 5:22,2.095400095,215413,83,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:22,7/28/21 5:24,1.465383291,216725,219,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:24,7/28/21 5:24,0.04421659932,0,59,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:24,7/28/21 5:24,0.2140499949,216455,400,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:24,7/28/21 5:26,1.784733295,0,314,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:24,7/28/21 5:26,1.614899993,217888,179,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:26,7/28/21 5:26,0.5105000138,0,123,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:26,7/28/21 5:26,0.6438332796,218114,317,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:26,7/28/21 5:28,2.019883394,0,247,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:26,7/28/21 5:28,1.88654995,219732,445,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:28,7/28/21 5:28,0.02995000035,0,423,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:28,7/28/21 5:32,3.760783195,219269,428,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:28,7/28/21 5:38,9.909999847,0,21,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:32,7/28/21 5:38,6.179166794,224548,193,NO (No Order),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 5:37,7/28/21 5:38,0.9833333492,229949,230504,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 5:38,7/28/21 5:56,18.58333397,242930,243592,NO (No Order),Custard Creams
Biscuit Pressing Machine ,7/28/21 5:38,7/28/21 5:39,0.8555999994,0,100,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:38,7/28/21 5:39,0.9704332948,224466,379,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:39,7/28/21 5:46,7.235333443,0,156,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:39,7/28/21 5:46,7.120500088,230344,133,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:46,7/28/21 5:47,0.8551166058,0,212,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:46,7/28/21 5:48,1.620333314,230314,398,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:47,7/28/21 5:52,5.320383072,0,177,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:48,7/28/21 5:52,4.555166721,234164,363,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:52,7/28/21 5:54,1.224733353,234394,374,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:52,7/28/21 5:53,1.104900002,0,45,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:53,7/28/21 5:54,0.8555999994,0,356,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:54,7/28/21 5:54,0.7357665896,234788,251,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:54,7/28/21 5:55,0.9793332815,0,437,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:54,7/28/21 5:55,1.099166632,234909,496,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 5:55,7/28/21 6:01,5.705949783,0,230,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 5:55,7/28/21 6:01,5.586116791,239389,87,NO (No Order),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 5:56,7/28/21 6:01,4.883333206,243162,243598,CC (Changeover Cleaning),Custard Creams
Biscuit Pressing Machine ,7/28/21 6:01,7/28/21 6:01,0.0301665999,0,483,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 6:01,7/28/21 6:01,0.275000006,239489,341,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 6:01,7/28/21 6:02,0.6946666241,0,209,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 6:01,7/28/21 6:02,0.4498333037,239922,233,NO (No Order),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 6:01,7/28/21 6:13,12.1833334,251279,252115,NO (No Order),Custard Creams
Biscuit Pressing Machine ,7/28/21 6:02,7/28/21 6:04,1.870616555,0,316,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 6:02,7/28/21 6:05,3.220050097,239663,239,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 6:04,7/28/21 6:07,3.195100069,0,352,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 6:05,7/28/21 6:07,1.845666647,241297,319,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 6:07,7/28/21 6:07,0.1194999963,0,44,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 6:07,7/28/21 6:08,0.8808333278,241400,473,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 6:07,7/28/21 6:16,9.005450249,0,381,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 6:08,7/28/21 6:11,3.413899899,244191,135,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 6:11,7/28/21 6:11,0.3805499971,243951,462,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 6:11,7/28/21 6:16,4.291049957,247559,379,NO (No Order),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 6:13,7/28/21 7:10,56.26666641,251228,25,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 6:13,7/28/21 6:13,0,251464,415,CC (Changeover Cleaning),Custard Creams
Biscuit Jam Machine ,7/28/21 6:14,7/28/21 6:24,9.998833656,0,481,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 6:16,7/28/21 7:00,44.10200119,247697,66,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 6:16,7/28/21 6:24,8.500166893,0,272,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 6:24,7/28/21 6:25,0.2166665941,0,369,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 6:25,7/28/21 6:26,0.9749500155,0,97,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 6:26,7/28/21 6:58,32.04104996,0,201,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 6:58,7/28/21 7:28,30.80183411,0,396,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 7:00,7/28/21 7:30,30.10639954,247420,20,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 7:10,7/28/21 7:15,5.016666889,254749,3504,NO (No Order),Custard Creams
Biscuit Filling Machine ,7/28/21 7:15,7/28/21 7:15,0.3833333254,254555,3406,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 7:15,7/28/21 7:17,1.383333325,255376,4271,NO (No Order),Custard Creams
Biscuit Filling Machine ,7/28/21 7:17,7/28/21 7:18,1.766666651,255597,4293,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 7:18,7/28/21 7:20,1.416666627,255823,4761,NO (No Order),Custard Creams
Biscuit Filling Machine ,7/28/21 7:20,7/28/21 7:20,0.5333333611,256252,4649,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 7:20,7/28/21 7:35,14.69999981,265891,14899,NO (No Order),Custard Creams
Biscuit Pressing Machine ,7/28/21 7:28,7/28/21 7:37,9.065616608,0,159,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 7:30,7/28/21 7:30,0.1161665991,247509,496,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 7:30,7/28/21 7:33,2.779883385,247817,276,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 7:33,7/28/21 7:33,0.5451666117,248025,88,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 7:33,7/28/21 7:37,3.224716663,248233,334,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 7:35,7/28/21 7:39,4.400000095,266226,15021,CC (Changeover Cleaning),Custard Creams
Biscuit Sprinkling Machine ,7/28/21 7:37,7/28/21 7:37,0.8845666051,248930,398,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 7:37,7/28/21 7:38,0.3047165871,0,457,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 7:37,7/28/21 7:42,4.651050091,249033,107,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 7:38,7/28/21 7:38,0.06616660208,0,83,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 7:38,7/28/21 7:39,1.445283294,0,313,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 7:39,7/28/21 7:40,0.4342165887,0,208,NO (No Order),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 7:39,7/28/21 7:43,4.066666603,268552,17683,NO (No Order),Custard Creams
Biscuit Pressing Machine ,7/28/21 7:40,7/28/21 7:42,1.940950036,0,468,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 7:42,7/28/21 8:00,18.74038315,0,108,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 7:42,7/28/21 7:48,6.255216599,254242,207,NO (No Order),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 7:43,7/28/21 7:48,4.916666508,268829,17652,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 7:48,7/28/21 7:50,1.816666722,269747,18606,NO (No Order),Custard Creams
Biscuit Sprinkling Machine ,7/28/21 7:48,7/28/21 8:00,11.2852335,254109,227,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 7:50,7/28/21 7:51,1.350000024,269635,18465,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 7:51,7/28/21 7:52,0.7166666389,270079,18681,NO (No Order),Custard Creams
Biscuit Filling Machine ,7/28/21 7:52,7/28/21 7:54,1.933333278,270069,18992,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 7:54,7/28/21 8:19,24.68333244,286867,36106,NO (No Order),Custard Creams
Biscuit Sprinkling Machine ,7/28/21 8:00,7/28/21 8:00,0.7472665906,254920,325,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 8:00,7/28/21 8:00,0.01016660035,0,30,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:00,7/28/21 8:01,0.5730000138,254557,163,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 8:00,7/28/21 8:03,2.12016654,0,366,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:01,7/28/21 8:01,0.02683329955,254679,370,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:01,7/28/21 8:02,0.5688332915,254941,88,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:02,7/28/21 8:02,0.4591665864,255302,344,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:02,7/28/21 8:02,0.1958999932,255100,239,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:02,7/28/21 8:03,0.2995499969,255229,433,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 8:03,7/28/21 8:03,0.109883301,0,255,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:03,7/28/21 8:04,1.119950056,255392,116,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 8:03,7/28/21 8:22,19.29599953,0,442,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:04,7/28/21 8:06,2.776000023,257650,71,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:06,7/28/21 8:17,10.67993355,257702,28,CC (Changeover Cleaning),Chocolate Digestives
Packaging Heat Machine ,7/28/21 8:11,7/28/21 8:11,0.3498833477,0,396,CC (Changeover Cleaning),Custard Creams
Packaging Heat Machine ,7/28/21 8:11,7/28/21 8:11,0.458766669,0,452,NO (No Order),Custard Creams
Packaging Heat Machine ,7/28/21 8:11,7/28/21 8:12,0.2412166595,0,355,CC (Changeover Cleaning),Custard Creams
Packaging Heat Machine ,7/28/21 8:12,7/28/21 8:44,32.73428345,0,403,NO (No Order),Custard Creams
Biscuit Sprinkling Machine ,7/28/21 8:17,7/28/21 8:22,4.829999924,261439,268,NO (No Order),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 8:19,7/28/21 8:19,0.3000000119,287276,36043,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 8:19,7/28/21 8:21,1.633333325,287872,36601,NO (No Order),Custard Creams
Biscuit Filling Machine ,7/28/21 8:21,7/28/21 8:21,0.4499999881,287935,37087,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 8:21,7/28/21 8:36,14.76666641,298070,47048,NO (No Order),Custard Creams
Biscuit Sprinkling Machine ,7/28/21 8:22,7/28/21 8:24,2.107166529,261696,345,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 8:22,7/28/21 8:23,0.9751666188,0,75,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 8:23,7/28/21 8:23,0.1255666018,0,409,NO (No Order),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 8:23,7/28/21 8:24,0.8597666025,0,224,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 8:24,7/28/21 8:33,9.046449661,0,66,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:24,7/28/21 8:33,8.899783134,268899,37,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:33,7/28/21 8:34,1.023883343,268922,45,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 8:33,7/28/21 8:34,0.9087833166,0,240,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Pressing Machine ,7/28/21 8:34,7/28/21 8:45,11.61143303,0,32,NO (No Order),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:34,7/28/21 8:37,2.619999886,270848,394,NO (No Order),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 8:36,7/28/21 8:39,2.933333397,298501,47305,CC (Changeover Cleaning),Custard Creams
Biscuit Sprinkling Machine ,7/28/21 8:37,7/28/21 8:37,0.006500000134,271062,263,0,Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:37,7/28/21 8:37,0.6686165929,270972,50,CC (Changeover Cleaning),Chocolate Digestives
Biscuit Sprinkling Machine ,7/28/21 8:37,7/28/21 8:39,2.045166492,0,213,NO (No Order),Chocolate Digestives
Biscuit Filling Machine ,7/28/21 8:39,7/28/21 8:52,13.38333321,307188,56225,NO (No Order),Custard Creams
Biscuit Sprinkling Machine ,7/28/21 8:39,7/28/21 9:29,49.54471588,0,8,CC (Changeover Cleaning),Deluxe Cookies
Packaging Heat Machine ,7/28/21 8:44,7/28/21 8:45,0.4250333309,0,319,CC (Changeover Cleaning),Custard Creams
Packaging Heat Machine ,7/28/21 8:45,7/28/21 23:33,888.0567017,0,465,NO (No Order),Jammy Creams
Biscuit Pressing Machine ,7/28/21 8:45,7/28/21 10:20,94.13306427,0,198,CC (Changeover Cleaning),Deluxe Cookies
Biscuit Filling Machine ,7/28/21 8:52,7/28/21 9:00,7.866666794,307111,56280,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 9:00,7/28/21 9:11,11.05000019,314490,63690,NO (No Order),Custard Creams
Biscuit Filling Machine ,7/28/21 9:11,7/28/21 9:12,0.5,314871,63480,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 9:12,7/28/21 9:27,15.16666698,325079,73597,NO (No Order),Custard Creams
Biscuit Jam Machine ,7/28/21 9:21,7/28/21 9:25,3.811333418,0,158,CC (Changeover Cleaning),Deluxe Cookies
Biscuit Filling Machine ,7/28/21 9:27,7/28/21 9:27,0.5333333611,325054,74045,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 9:27,7/28/21 9:30,3.033333302,325101,73724,CC (Changeover Cleaning),Custard Creams
Biscuit Sprinkling Machine ,7/28/21 9:29,7/28/21 10:07,38.17256546,0,456,NO (No Order),Deluxe Cookies
Biscuit Filling Machine ,7/28/21 9:30,7/28/21 9:36,5.216666698,328403,77327,NO (No Order),Custard Creams
Biscuit Filling Machine ,7/28/21 9:36,7/28/21 9:41,5.183333397,328560,77128,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 9:41,7/28/21 9:43,1.850000024,329305,78431,NO (No Order),Custard Creams
Biscuit Filling Machine ,7/28/21 9:43,7/28/21 9:44,1,329457,78526,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 9:44,7/28/21 9:48,4.050000191,332007,80862,NO (No Order),Custard Creams
Biscuit Filling Machine ,7/28/21 9:48,7/28/21 9:53,4.849999905,332004,80790,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 9:53,7/28/21 9:55,2.033333302,333035,81829,NO (No Order),Custard Creams
Biscuit Filling Machine ,7/28/21 9:55,7/28/21 10:04,8.899999619,333286,82169,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/28/21 10:04,7/28/21 10:06,2.783333302,335201,83582,NO (No Order),Custard Creams
Biscuit Filling Machine ,7/28/21 10:06,7/28/21 10:19,12.75,335120,83820,CC (Changeover Cleaning),Custard Creams
Biscuit Sprinkling Machine ,7/28/21 10:07,7/28/21 10:07,0.02054999955,0,366,NO (No Order),Deluxe Cookies
Biscuit Sprinkling Machine ,7/28/21 10:07,7/28/21 10:07,0.03466660157,0,147,CC (Changeover Cleaning),Deluxe Cookies
Biscuit Sprinkling Machine ,7/28/21 10:07,7/28/21 10:07,0.01928330027,0,285,NO (No Order),Deluxe Cookies
Biscuit Sprinkling Machine ,7/28/21 10:07,7/28/21 10:07,0.03543329984,0,387,CC (Changeover Cleaning),Deluxe Cookies
Biscuit Sprinkling Machine ,7/28/21 10:07,7/28/21 10:07,0.02056659944,0,321,NO (No Order),Deluxe Cookies
Biscuit Sprinkling Machine ,7/28/21 10:07,7/28/21 10:07,0.03460000083,0,414,CC (Changeover Cleaning),Deluxe Cookies
Biscuit Sprinkling Machine ,7/28/21 10:07,7/28/21 10:07,0.01983330026,0,422,NO (No Order),Deluxe Cookies
Biscuit Sprinkling Machine ,7/28/21 10:07,7/28/21 10:07,0.03644999862,0,123,CC (Changeover Cleaning),Deluxe Cookies
Biscuit Sprinkling Machine ,7/28/21 10:07,7/28/21 10:07,0.01878329925,0,285,NO (No Order),Deluxe Cookies
Biscuit Sprinkling Machine ,7/28/21 10:07,7/28/21 10:07,0.004933299962,0,413,0,Deluxe Cookies
Biscuit Sprinkling Machine ,7/28/21 10:07,7/28/21 10:08,0.3149000108,0,371,CC (Changeover Cleaning),Deluxe Cookies
Biscuit Sprinkling Machine ,7/28/21 10:08,7/28/21 10:08,0.02371660061,0,475,NO (No Order),Deluxe Cookies
